id,13,0,5
CommandOtherList,● 其它指令:,● Other commands:,● Другие команды:
Command.color,[颜色] → 修改您的颜色,[Color] → Change your color,[Цвет] → Изменит ваш цвет
Command.rename,[名字] → 修改您的名字,[Name] → Change Host Name,[Никнейм] → Изменить никнейм Хоста
Command.quit,→ 我不想再遇到这个房,→ I don't want to enter this lobby anymore,→ Я больше не хочу заходить в это лобби
CommandHostList,▲ 房主指令:,▲ Host Commands:,▲ Команды для Хоста:
Command.say,[内容] → 发送房主消息,[Content] → Send message from Host,[Содержание] → Отправить сообщение от Хоста
Command.mw,[秒] → 设置消息发送间隔,[Seconds] → Set the message sending interval,[Секунды] → Установите интервал отправки сообщений
Command.solvecover,→ 修复名字遮挡消息内容的问题,"→ Fix an issue where the role name obscures the message content","→ Исправить проблему, из-за которой название роли закрывает содержание сообщения"
Command.kill,[玩家ID] → 击杀指定玩家,[Player ID] → Kill assigned player,[Идентификатор игрока] → Убить назначенного игрока
Command.exe,[玩家ID] → 放逐指定玩家,[Player ID] → Eject assigned player,[Идентификатор игрока] → Изгнать назначенного игрока
Command.level,[等级] → 修改您的游戏等级,[Level] → Change your game level,[Уровень] → Изменить свой игровой уровень
Command.idlist,→ 显示玩家编号列表,→ Display a list of player IDs,→ Отобразить список идентификаторов игроков
Command.qq,→ 让车队姬在群里发房号,→ Lobby will be posted on QQ website (China only),→ Лобби будет размещено на сайт QQ (Только для Китая)
Command.dump,→ 将游戏运行日志输出到桌面,→ Output Log to Desktop,→ Вывод журнала на Рабочий Стол

# 给玩家的技能提示信息 / Skills in Meeting
SkillUsedLeft,您发动技能召开了会议。\n您的技能剩余使用次数：,You have activated a skill to hold a meeting. \nRemaining amount of use of your skill:,Вы активировали навык для проведения собрания. \nОставшееся количество использование вашего навыка:
MafiaDeadMsg,黑手党的死亡，意味着复仇的开始\n请使用/rv + [玩家编号] 以击杀指定玩家\n您可以在玩家名字前看到该玩家的编号\n或输入/rv获取玩家编号列表,The death of the Mafia means the beginning of revenge \nPlease use /rv + [player id] to kill the specified player \nYou can see the player id in front of his name \nOr type /rv to get a list of player id,"Смерть Мафии означает начало мести \nПожалуйста, используйте /rv + [номер игрока], чтобы убить указанного игрока \nВы можете увидеть номер игрока перед его именем \nИли введите команду /rv, чтобы получить список номеров игроков"
MafiaAliveKill,黑手党的复仇只能在死亡后发动,Revenge for the Mafia can only begin after his death.,Месть за Мафию может начаться только после его смерти
MafiaKillMax,您达到复仇的上限了，已经不能再复仇了,"You have reached the maximum limit of revenge, you can no longer take revenge","Вы достигли максимального предела мести, вы больше не можете мстить"
MafiaKillDead,请选择一个在场的存活角色进行复仇,"Choose a live player to take revenge","Выберите живого игрока для осуществления мести"
MafiaKillSucceed,【{0}】被黑手党进行了复仇！,[{0}] \nWas avenged by the Mafia!,[{0}] \nБыл отомщен Мафией!
MafiaKillDisable,很抱歉，根据房主设定，该房不允许黑手党复仇,"Sorry, but according to Host's settings, Mafia revenge is prohibited in this game","Извините, но согласно настройкам Хоста месть Мафии в этой игре запрещена"
CyberStarDead,震惊！知名网红【{0}】\n在最近一段时间内不幸遇害！,Shock! Celebrity [{0}] has unfortunately been mercilessly killed in the recent period of time!,"Шок! Знаменитость [{0}], к сожалению была беспощадно убита в недавний период времени!"
DetectiveNoticeVictim,根据您的调查，【{0}】(被害者) 的职业是 【{1}】,"According to your investigation, \n[{0}](victim) - Had a role of [{1}]","Согласно вашему расследованию, \nУ [{0}](жертвы) - была роль [{1}]"
DetectiveNoticeKiller,而凶手的职业则是【{0}】,"\nThe killer who killed the victim, has a role - [{0}]","\nУбийца который убил жертву имеет роль - [{0}]"
GodNoticeAlive,会议中大家感受到了上天的启示，神似乎就在你们的背后陪伴着你们,"During the meeting, each player felt a revelation from heaven, and it turned out that God is still alive!","Во время встречи каждый игрок почувствовал откровение с небес, и оказалось что Бог ещё жив!"
GuessDead,很抱歉，死亡后不能进行猜测,"Sorry, but it's impossible to guess the role after your death","Извините, но угадать роль после вашей смерти нельзя"
GuessSuperStar,大明星才不会和你赌博，选个别的目标吧？,"Super Star can't be guessed, you thought it would be so easy, right?","Супер Звезда не может быть угадана, ты думал что всё так просто, да?"
GuessGM,能想出这个也是把你闲的,"Being able to guess the GM is impossible, because he's already dead","Угадать GM невозможно, потому что он уже и так мертв"
GuessAdtRole,很抱歉，该房设置不允许猜测附加职业,"Unfortunately, the Host settings do not allow you to guess add-ons","К сожалению, настройки Хоста не позволяют угадывать Атрибуты"
GuessKill,很遗憾，【{0}】\n在赌局中失利了,Player: [{0}] \nwas guessed,Игрок: [{0}] \nбыл угадан
GuessNull,请选择一个在场的存活角色进行猜测,"Please select an ID of a alive player to guess their role","Пожалуйста, выберите индификатор присутствующего выжившего игрока, чтобы угадать его роль"
GuessHelp,指令格式：/bt [玩家编号] [职业名]\n示例：/bt 3 告密者\n您可以在玩家的名字前看到该玩家的编号\n或者使用/id查看玩家编号列表,"Instructions: /bt [Player ID] [Role Name] \nExample: /bt 3 Bait \nYou can see the player ID before the player name \n or use the /id command to list the player IDs","Инструкция: /bt [Идентификатор игрока] [Название Роли] \nПример: /bt 3 Байт \nВы можете увидеть идентификатор игрока перед именем игрока \nили использовав команду /id для просмотра списка идентификаторов игроков"
GGGuessMax,您已达到每次会议猜测次数上限\n不能再猜测啦！,"You've reached the maximum guessing limit for each encounter, you can't guess anymore!","Вы достигли максимального предела угадывания для каждой встречи, вы больше не можете угадывать!"
EGGuessMax,您已达到每次会议猜测次数上限\n不能再猜测啦！,"You've reached the maximum guessing limit for each encounter, you can't guess anymore!","Вы достигли максимального предела угадывания для каждой встречи, вы больше не можете угадывать!"
EGGuessSnitchTaskDone,很抱歉，该房设置不允许猜测完成任务的告密者
LaughToWhoGuessSelf,有一说一，你是懂赌怪的,"Try to guess, who tried to self-guessed! It's you! Ahah!","Попробуйте угадать, кто попытался себя угадать! Это ты! Ахах!"
JudgeDead,很抱歉，死亡后不能进行审判
JudgeTrialMax,您已达到每次会议审判次数上限\n不能再审判啦！
LaughToWhoTrialSelf,哈哈哈，请问您在传承赌怪的行为艺术吗？
TrialKill,很遗憾，【{0}】\n被法治社会抛弃了~
TrialHelp,指令格式：/tl [玩家编号]\n您可以在玩家的名字前看到该玩家的编号\n或者使用/id查看玩家编号列表
TrialNull,请选择一个在场的存活角色进行审判
MimicDeadMsg,来自宝箱怪的线索：,Mimic's hint:,Подсказка от Мимика:
DivinatorCheck,您透过水晶球发现：,"You're looking through a crystal ball","Ты смотришь сквозь хрустальный шар"
DivinatorCheckLimit,提示：剩余【{0}】次占卜机会,"Reminder: You have 【{0}】 guesses left","Напоминание: У тебя осталось 【{0}】 угадываний"
DivinatorCheckSelfMsg,哇靠，您查到了一位举世人才！目标太过耀眼，已经看不到任何东西啦！,"Wow, you found yourself... All you see is a reflection.","Вау, ты нашёл сам себя... Всё что ты видишь это отражение."
DivinatorCheckReachLimit,水晶球也是会累哒，接下来就算没有水晶球，也要好好努力呀！（占卜次数达到上限）,"You are tired of using a crystal ball for too much. You should retire for now. (The number of divination reaches the limit)","Вы устали от слишком частого использования хрустального шара. Вы должны уйти в отставку. (Количество гаданий достиг предела)"
EraserEraseNotice,您发动了抹除技能\n【{0}】的技能将在会议结束后失效。,You erased 【{0}】.\nHis role will be deactivated after a meeting.,Ты стёр 【{0}】.\nЕго роль будет неактивна после собрания.
EraserEraseNeutralNotice,很抱歉，您发动技能的目标属于中立阵营，无法被抹除。,Oops， your target is Neutral and can't be erased!,Упс， твоя цель Нейтральна и не может быть стёрта!
KB_Buff_HPMax,奖励：血量上限 +{0},Gain: HP Max +{0},Дано: Макс Здоровья +{0}
KB_Buff_HPReco,奖励：每秒血量回复 +{0},Gain: Recover HP Per Second +{0},Дано: Восстановление хп кажду секунду +{0}
KB_Buff_ATK,奖励：攻击力 +{0},Gain: Attack +{0}, Дано: Урон +{0}
MorticianGetNoInfo,根据您的检查，受害者【{0}】在生前似乎没有接触任何人。
MorticianGetInfo,根据您的检查，受害者【{0}】在生前接触的最后一个人是【{1}】。
MediumshipHelp,确认指令：/ms 是\n否认指令：/ms 否,Instructions: /ms [Yes/No]
MediumshipYes,您似乎在渺茫的精神世界中听到有个虚弱的声音，在肯定着您的提问。
MediumshipNo,您似乎在渺茫的精神世界中听到有阵愤愤的嘶吼，在否定着您的提问。
MediumshipDone,您成功地向通灵师作出的回应
MediumshipNotifyTarget,通灵师【{0}】与您建立了联系，本次会议结束前，您拥有一次回应其问题的机会。\n确认指令：/ms 是\n否认指令：/ms 否
MediumshipNotifySelf,您与【{0}】建立了联系，请向其提问并等待其作出回应。

## 信息 / Message
Message.SetToSeconds,信息发送冷却时间为【{0}】秒,Set to 【{0}】 seconds.,Установлен на 【{0}】 секунды
Message.MessageWaitHelp,指定一个数设定秒数,Specify the first argument in seconds.,Укажите первый аргумент в секундах.
Message.TemplateNotFoundHost,未找到与“{0}”对应的消息,No messages matching ""{0}"" were found.,Сообщения соответствующие "{0}" не найдены
Message.TemplateNotFoundClient,未找到与“{0}”相关的消息,No messages matching ""{0}"" were found.,Сообщения соответствующие "{0}" не найдены.
Message.SyncButtonLeft,剩余紧急会议次数: {0}次，少拍桌多做事哦~,There are {0} more emergency buttons left,Кнопку экстренной встречи можно использовать еще {0} раз
Message.Executed,【{0}】\n被房主使用指令处决了，请不要干坏事哦~,【{0}】 was executed,【{0}】 был казнен
Message.HideGameSettings,游戏设置被房主隐藏,Game settings have been hidden by the host.,Настройки игры скрыты хостом
Message.NowOverrideText,请房主在游戏根目录的 .\Language\SChinese.dat 文件中修改这段文本\n如果您不需要此功能或希望显示普通的/n消息\n请在设置里关掉“显示自定义的/n消息”,Please enter the root folder of the game.\Language\English.dat. Change this text in the dat file \nIf you don't need this feature or want to display regular /n messages. \nPlease disable "Enable only custom /n messages" in the settings.,"Пожалуйста, зайдите корневую папку игры.\Language\Russian.dat. Измените этот текст в файле dat \nЕсли вам не нужна эта функция или вы хотите отображать обычные /n сообщений. \nпожалуйста, отключите “Включить только пользовательские /n сообщения” в настройках."
Message.NoDescription,无描述,No description,Описание отсутствует
Message.KickedByDenyName,【{0}】被踢出，因其昵称包含违禁词【{1}】,【{0}】 was kicked because its name matched 【{1}】","【{0}】 был кикнут, так как его имя соответствует 【{1}】"
Message.BanedByBanList,【{0}】因在封禁名单内被踢出,【{0}】 has been banned because it has been banned in the past.,"【{0}】 был заблокирован, потому что он был заблокирован в прошлый раз"
Message.BanedByEACList,【{0}】因在EAC封禁名单内被踢出
Message.DumpfileSaved,日志文件已成功保存到桌面上了，文件名为：{0},"The log file was successfully saved to the desktop, filename: {0}","Файл журнала был успешно сохранен на рабочий стол, имя файла: {0}"
Message.KickedByNoFriendCode,【{0}】因该房禁止未登录玩家被请离,"【{0}】 was kicked because the friend code does not exist.","【{0}】 был кикнут, так как у него нет кода друга"
Message.AddedPlayerToBanList,【{0}】被添加至黑名单,Added 【{0}】 to the ban list,【{0}】 был добавлен в список забаненых игроков
Message.KickWhoSayStart,【{0}】被系统请离\n请不要催开始，可能会被判定为违规信息,"[{0}] has been kicked by the system. \nThe lobby host doesn't want to see messages where the player asks to start","[{0}] кикнут системой. \nХост лобби не желает видеть сообщения, где игрок просит начать"
Message.WarnWhoSayStart,【{0}】被警告：{1}次\n请不要催开始，可能会被判定为违规信息,"[{0}] has been warned:{1} times \nThe lobby host doesn't want to see messages where the player asks to start","[{0}] был предупреждён:{1} раз \nХост лобби не желает видеть сообщения, где игрок просит начать"
Message.KickStartAfterWarn,【{0}】达到 {1} 次警告被请离房间\n请不要催开始，可能会被判定为违规信息,"[{0}] has received {1} warnings, he will be kicked. \nThe lobby host doesn't want to see messages where the player asks to start","[{0}] набрал {1} предупреждений, он будет кикнут. \nХост лобби не желает видеть сообщения, где игрок просит начать"
Message.WarnWhoSayBanWord,【{0}】，请友善讨论哦~,【{0}】was kicked for a Banword,【{0}】был исключен за запретное слово
Message.WarnWhoSayBanWordTimes,【{0}】被警告：{1}次\n请友善讨论哦~,"[{0}] has been warned:{1} times \nif you continue you will be kicked","[{0}] был предупреждён:{1} раз \nесли продожите, вы будете кикнуты"
Message.KickWhoSayBanWordAfterWarn,【{0}】达到 {1} 次警告被请离房间\n请友善讨论哦~,[{0}] received {1} warnings.\nHe was expelled for forbidden words,"[{0}] набрал {1} предупреждений.\nОн был исключен за запретные слова"
Message.KickedByEAC,【{0}】被EAC踢出，理由：{1},"【{0}】Kicked by EAC, reason:{1}","【{0}】Кикнут EAC-ом, причина:{1}
Message.BanedByEAC,【{0}】被EAC封禁，理由：{1},"【{0}】Kicked by EAC, reason:{1}","【{0}】Забанен EAC-ом, причина:{1}"
Message.NoticeByEAC,检测到【{0}】：{1},【{0}】Detected:{1},【{0}】Обнаружено{1
Message.SetLevel,您的等级设置为：{0},Your game level is set to: {0},Ваш игровой уровень установлен на: {0}
Message.SetColor,您的颜色设置为：{0},Your color is set to: {0},Ваш игровой цвет установлен на: {0}
Message.AllowLevelRange,等级可设置范围：0 - 100,"The game level can be set in the range: 0-100","Игровой уровень может быть установлен в диапазоне: 0-100"
Message.AllowNameLength,昵称可设置长度：1-10,"Nickname can be set length: 1-10""Имя может быть в длинну примерно 1-10"
Message.OnlyCanUseInLobby,很抱歉，只有在大厅才能使用该指令,"Sorry, this command can only be used in the lobby","Извините, эта команда может быть использована только в лобби"
Message.CanNotUseInLobby,很抱歉，在大厅无法使用该指令,"Sorry, this command cannot be used in the lobby","Извините, эта команда не может быть использована в лобби"
Message.CanNotUseByHost,很抱歉，房主无法使用该指令,"Sorry, Host can't use this command","Извините, но Хост не может воспользоваться этой командой"
Message.TryFixName,已尝试修复名字遮挡,An attempt was made to fix hidden message content due to roles,Была предпринята попытка исправить скрытые содержания сообщений из за ролей
Message.CanNotFindRoleThePlayerEnter,请正确拼写您要查询的职业哦~\n查看所有职业请直接输入/r,"Please write the correct role you want to request ~ \nTo view all roles type /r command","Пожалуйста, правильно напишите роль, которую вы хотите запросить ~\nЧтобы просмотреть все роли, напишите команду /r"
Message.PlayerQuitForever,【{0}】选择自愿离开\n很抱歉给大家带来了糟糕的游戏体验\n我们真的很努力地在进步了,"【{0}】decided to leave voluntarily \nSorry for the bad gaming experience \nI really worked hard to make progress","【{0}】решил уйти добровольно \nПрошу прощения за плохой игровой опыт \nЯ действительно усердно работал, чтобы добиться прогресса"
Message.MadmateSelfVoteModeNotify,请注意：当前叛徒生成模式为【{0}】\n投票给自己代表您希望成为叛徒。若您符合成为叛徒的条件且还有剩余名额，将立刻成为叛徒。,"Please note: The current Madness generation mode is [{0}]\n Voting for yourself means you want to be Madmate. If you meet the conditions to become Madmate and there are still spaces left, you will immediately become Madmate","Пожалуйста, обратите внимание: Текущий режим появления Безумцев - [{0}]\n Голосование за себя означает, что вы хотите быть Безумцем. Если вы соответствуете условиям, чтобы стать Безумцем и еще остались места, вы немедленно станете Безумцем"
Message.HostLeftGameInGame,警告：房主已退出游戏，接下来游戏将无法正常运行，请各位退出游戏，或等待新房主重开游戏。,"★Warning★ Host left the game, in next time game wouldn't start normally. Please, exit the lobby or wait until new Host opens a lobby.","★Предупреждение★ Хост покинул игру, и в следуйщий раз игра не запуститься нормально. Пожайлуста, выйдите из лобби или подождите пока новый Хост начнёт игру."
Message.HostLeftGameInLobby,警告：房主已退出游戏，接下来游戏将无法正常运行，若新房主已安装TOHE，需要至少重开一次房间才能正常游戏。,"★Warning★ Host left the game, in next time game wouldn't start normally. If new host has TOHE, you need to re-enter the lobby to play normally.",""★Предупреждение★ Хост покинул игру, и в следуйщий раз игра не запуститься нормально. Если у нового Хоста есть TOHE, вам нужно перезайти чтобы играть нормально."

## 警告 / Warnings
Warning.OverrideExiledPlayer,设置内鬼人数为一个时，放逐动画会显示为平票,All ejects will be displayed as a tie since the total number of impostors is 1.,"Все изгнания будут отображаться как ничья, потому что общее количество Предателей равно 1."
Warning.InvalidRpc,{0} 被踢出，因其 RPC 无效，请确保没有 TOHE 以外的模组。,Kicked {0} because an invalid RPC was received.\nPlease check that no mods other than TOHE installed.,{0} был кикнут так как получен недопустимый RPC. \nУбедитесь что в системе нет других модов кроме TOHE.
Warning.NoModHost,非TOHE房,Mod TOHE not installed on the host,У Хоста Лобби не установлен TOHE
Warning.MismatchedVersion,{0}\n安装了其它版本的 {1},{0}\nhave a different version of {1},{0} Версия \nне соответствует версии Хоста лобби {1}
Warning.AutoExitAtMismatchedVersion,您的 {0} 版本与房主不同\n您将在 {1} 秒内被踢出,The host has no or a different version of {0}\nYou will be kicked in {1},Версия {0} не соответствует Хосту лобби. \nВы будете исключены через {1} секунды

## 错误 / Error
Error.MeetingException,错误: {0}\n请立刻按下 Shift+M+Enter 强制结束会议，否则游戏将会卡退,Error: {0}\r\nPlease use SHIFT+M+ENTER to end the meeting,Ошибка: {0}\r\nПожалуйста используйте SHIFT+M+ENTER чтобы принудительно завершить собрание
Error.InvalidRoleAssignment,错误：在分配职业时发现职业无效的玩家 ({0}),Error: Invalid role found for a player during role assignment({0}),Ошибка: Во время назначения роли для игрока обнаружена недопустимая роль({0})
Error.SpeedBoosterNullException,错误：增速者的增速目标为空,Error: The speed boost destination is null.\nPlease save the log and create a bug report ticket.,Ошибка: пункт назначения повышения скорости не указан. \nСохраните логи и создайте заявку на отчет об ошибке.
Error.InvalidColor,警告：存在使用非法颜色的玩家，可能引起游戏错误,"Error: Only default colors are available","Ошибка: Нельзя использовать другие цвета, кроме цветов по умолчанию"
Error.InvalidColorPreventStart,请等待其他玩家加载完毕后开始游戏\n（或存在非法颜色无法开始游戏）,"Other players are not allowed to use other colors, otherwise it will result in a serious error","Другим игрокам не разрешается использовать другие цвета, в противном случае это приведет к серьезной ошибке"
### ErrorText関連, / Error Levels
ErrorLevel1,可能同时产生多个bug,Bugs may occur.,Могут возникнуть некоторые ошибки.
ErrorLevel2,可能出现bug,This may be a bug.,Возможно вы столкнулись с ошибкой.
ErrorLevel3,未发布版本,This version shouldn't have been released.,Эта версия никогда не должна быть выпущена.
TerminateCommand,强制结束游戏快捷键,Abort Command,Команда устарела
#### 000 Test,
ERR-000-000-0,无错误,No Error,Ошибок не обнаружено
ERR-000-900-0,测试错误Lv0,Test Error Lv.0,Ошибка теста - Lv0
ERR-000-910-1,测试错误Lv1,Test Error Lv.1,Ошибка теста - Lv1
ERR-000-920-2,测试错误Lv2,Test Error Lv.2,Ошибка теста - Lv2
ERR-000-930-3,测试错误Lv3,Test Error Lv.3,Ошибка теста - Lv3
ERR-000-804-1,测试错误未知,"TownOfHostEdited does not support the Vanilla HnS, so unloaded.","Мод не поддерживает обычные Прятки. Мод был отключён"
#### 001 Main,
ERR-001-000-3,在主目录出现重复密钥,Main dictionary has duplicated keys.,Дублирование ключей происходит в основном словаре.

## 其它 / Other things
DefaultSystemMessageTitle,【 ★ 系统消息 ★ 】,【 ★ System message ★ 】,【 ★ Системное сообщение ★ 】
MessageFromTheHost,【 ★ 房主消息 ★ 】,【 ★ Host message ★ 】,【 ★ Сообщение от Хоста ★ 】
MessageFromEAC,【 ★ EAC ★ 】,【 ★ EAC ★ 】,【 ★ EAC ★ 】
DetectiveNoticeTitle,【 ★ 侦探线索 ★ 】,【 ★ Message for the Detective ★ 】,【 ★ Сообщение для Детектива ★ 】
GuessKillTitle,【 ★ 赌场事件 ★ 】,【 ★ Message about Guessing ★ 】,【 ★ Сообщение о Угадывании ★ 】
CyberStarNewsTitle,【 ★ 紧急新闻 ★ 】,【 ★ Urgent news ★ 】,【 ★ Срочные Новости ★ 】
GodAliveTitle,【 ★ 神的共鸣 ★ 】,【 ★ Message about God ★ 】,【 ★ Сообщение о Боге ★ 】
MessageFromDevTitle,【 ★ 咔皮呆留言 ★ 】,【 ★ Self-Guessing ★ 】,【 ★ Само-Угадывание ★ 】
DivinatorCheckMsgTitle,【 ★ 水晶球 ★ 】,【 ★ Crystall Ball ★ 】,【 ★ Хрустальный Шар ★ 】
MimicMsgTitle,【 ★ 宝箱怪 ★ 】,【 ★ Mimic ★ 】,【 ★ Мимик ★ 】
EraserEraseMsgTitle,【 ★ 抹除者 ★ 】,【 ★ Eraser ★ 】,【 ★ Стирачка ★ 】
TrialKillTitle,【 ★ 法院事件 ★ 】
MorticianCheckTitle,【 ★ 尸体检查 ★ 】
MediumshipTitle,【 ★ 冥界之声 ★ 】
TabGroup.SystemSettings,系统设置,System Settings,Системные настройки
TabGroup.GameSettings,游戏设置,Game Settings,Игровые настройки
TabGroup.CrewmateRoles,船员阵营职业,Crewmate Roles,Роли Членов Экипажа
TabGroup.NeutralRoles,中立阵营职业,Neutral Roles,Нейтральные Роли
TabGroup.ImpostorRoles,内鬼阵营职业,Impostor Roles,Роли Предателей
TabGroup.Addons,附加职业,Add-Ons,Атрибуты
TabGroup.OtherRoles,试验性职业（不建议开）,Experimental Roles (Not recommended),Эксперементальные Роли (Не рекомендуется)
OtherRoles.CrewmateRoles,★ 船员阵营职业,Crewmate Roles,Роли Членов Экипажа
OtherRoles.NeutralRoles,★ 中立阵营职业,Neutral Roles,Нейтральные Роли
OtherRoles.ImpostorRoles,★ 内鬼阵营职业,Impostor Roles,Роли Предателей
OtherRoles.Addons,★ 附加职业,Add-Ons,Атрибуты
ActiveRolesList,有效职业一览,Active Roles List,Список Активных Ролей
ForExample,使用例子,Example Use,Например
ForceEnd,强制结束游戏,Aborted,Игра Окончена
EveryoneDied,无人生还,No One Left,Все Мертвы
ForceEndText,房主强制结束了游戏,Host has aborted the game,Хост завершил игру
HideGameCodes,直播模式,Hide Game Code,Скрыть Игровой Код
updateButton,一键更新,Update,Обновление
updatePleaseWait,请稍候……,Please Wait...,"Пожалуйста, подождите..."
updateManually,更新失败，请更换网络重试或手动更新。,Update failed.\nPlease Update Manually.,Ошибка обновления. \nПожалуйста обновите вручную.
updateInProgress,更新中……,Updating...,Обновление...
announcementUpdate,<size=3f>更新到v{0}</size>\n{1},<size=3f>Update v{0}</size>\n{1},<size=3f>Обновление v{0}</size>\n{1}
announcementChangelog,<size=3f>更新日志 v{0}</size>\n{1},<size=3f>ChangeLogs v{0}</size>\n{1},<size=3f>Журнал Изменений v{0}</size>\n{1}
updateRestart,更新好啦！\n请重启游戏生效~,Update Finished!\nPlease restart the game.,Обновление завершено!\nПожалуйста перезапустите игру.
updateFailed,更新失败！,Update failed.,Не удалось обновить!
downloadFailed,下载文件失败！\n请稍后或重启游戏后重试...,Failed to upload file! \nPlease try again later or restart the game...,"Не удалось загрузить файл! \nПожалуйста, повторите попытку позже или перезапустите игру..."
onSetPublicNoLatest,我们有一个重要的更新，请更新本模组\n否则您无法公开房间,Public rooms are only available in the latest version.\nPlease update.,Публичные лобби запрещены за исключением последней версии.\nПожалуйста обновите мод.
CanNotJoinPublicRoomNoLatest,我们有一个重要的更新，请更新本模组\n否则您无法加入公开房间,You can't join public rooms without the latest version.\nPlease update.,Вы не можете присоединяться к публичным лобби \nза исключением последней версии. Пожалуйста обновите мод.
ModBrokenMessage,模组文件损坏，请重启游戏或重装本模组,The MOD file is damaged.\nPlease reinstall.,Мод был поврежден.\nПожалуйста переустановите его снова.
DisabledByProgram,公开房间的操作已被程序禁用,Public rooms have been disabled by the program,Создание публичного лобби отключена программой
EnterVentToWin,跳管道来获得胜利！,Enter Vent to Win!!,Запрыгните в вентиляцию чтобы победить!!
EatenByPelican,您被鹈鹕吞了，请等待鹈鹕死亡或会议...,"You have been swallowed by a Pelican, Wait for his death or an emergency meeting...","Вы были проглочены Пеликаном, Дождитесь его смерти или экстренной встречи..."
KBBackCountDown,您已阵亡，等待{0}秒后复活...,Wait for {0} seconds to revive
FireworksPutPhase,还要安放{0}枚烟花,{0} Fireworks Left,Осталось {0} Фейерверков
FireworksWaitPhase,耐心等待....,Wait for it...,Подожди время...
FireworksReadyFirePhase,烟花来咯，大型烟花秀开始！,Fire!,Огонь!
EnterVentWinCountDown,在{0}秒内跳管道胜利！,Enter vent within {0} seconds to win!,Прыгните в вентиляцию за {0} секунд чтобы победить!
InvalidArgs,无效参数,Invalid Args,Недопустимые аргументы
On,开启,ON,ВКЛ
Off,关闭,OFF,ВЫКЛ
ColoredOn,<color=#00fefe>开启</color>,<color=#00fefe>ON</color>,<color=#00fefe>ВКЛ</color>
ColoredOff,<color=#ff4c6f>关闭</color>,<color=#ff4c6f>OFF</color>,<color=#ff4c6f>ВЫКЛ</color>
CurrentActiveSettingsHelp,当前启用设置及帮助,Current Active Settings Help,Справка по текущим активным настройкам
WitchCurrentMode,当前模式,Current Mode,Текущий Режим 
WitchModeKill,击杀,Kill,Убить
WitchModeSpell,诅咒,Spell,Заклинать
WitchModeDouble,单击诅咒&双击击杀,Double Enable,Двойной
BountyCurrentTarget,当前目标,Current Target,Текущая Цель
AntiAdminerAD,管理室地图警告,Warning about Admin,Оповещение о Админке
AntiAdminerVI,生命检测仪警告,Warning about Pulse,Оповещение о Пульсах 
AntiAdminerDL,日志警告,Warning about Journals,Оповещение о Журналах
AntiAdminerCA,摄像头警告,Warning about Cameras,Оповещение о Камерах
Roles,职业,Roles,Роли
Settings,设定,Settings,Настройки
Addons,附加效果,Add-Ons,Атрибуты
LastResult, ★ 游戏结果,Match Results,Результат матча
LastEndReason, ★ 结束原因,End Reason,Причина окончания
KillLog,击杀日志,Kill Log,История убийств
Maximum,最大人数,Max,Максимум
RoleRate,<color=#ffc0cb>启用</color>,<color=#ffc0cb>Active</color>,<color=#ffc0cb>Активен</color>
RoleOn,<color=#ffbd18>优先</color>,<color=#ffbd18>ON</color>,<color=#ffbd18>ВКЛ</color>
RoleOff,<color=#54545c>禁用</color>,<color=#54545c>OFF</color>,<color=#54545c>ВЫКЛ</color>
RoleRateNoColor,启用,Active,Активен
RoleOnNoColor,优先,ON,ВКЛ
RoleOffNoColor,禁用,OFF,ВЫКЛ
Rate0,0%,0%,0%
Rate5,5%,5%,5%
Rate10,10%,10%,10%
Rate20,20%,20%,20%
Rate30,30%,30%,30%
Rate40,40%,40%,40%
Rate50,50%,50%,50%
Rate60,60%,60%,60%
Rate70,70%,70%,70%
Rate80,80%,80%,80%
Rate90,90%,90%,90%
Rate100,100%,100%,100%
Preset,预设,Preset,Сохранения
Preset_1,预设1,Preset 1,Сохранение 1
Preset_2,预设2,Preset 2,Сохранение 2
Preset_3,预设3,Preset 3,Сохранение 3
Preset_4,预设4,Preset 4,Сохранение 4
Preset_5,预设5,Preset 5,Сохранение 5
Standard,标准,Standard,Стандартный
SoloKombat,个人竞技,Solo PVP,ПВП
ModeSoloKombat,个人竞技模式,Mode Solo PVP,Режим ПВП
GameMode,游戏模式,Game Mode,Игровой Режим
PressTabToNextPage,按下tab键查看更多...,Press Tab or Number for Next Page...,Нажмите Tab или Цифру чтобы перейти на следующую страницу...
RoleSummaryText,复盘信息:,Game End Player-Roles List:,Игроки и роли в конце игры:
doOverride,特别设置%role%的任务数,Override %role%'s Tasks(At Least 1),Изменить задания у %role%
assignCommonTasks,%role%的普通任务数,Give %role% Common Tasks,%role% имеет общие задания
roleLongTasksNum,%role%的长任务数,%role% Long Tasks,%role% долгие задания
roleShortTasksNum,%role%的短任务数,%role% Short Tasks",%role% короткие задания
Format.Players,{0}人,{0},{0}
Format.Seconds,{0}秒,{0}s,{0} с
Format.Percent,{0}%,{0}%,{0}%
Format.Times,{0}次,{0},{0}
Format.Multiplier,{0}x,{0}x,{0}х
Format.Votes,{0}票,{0},{0}
Format.Pieces,{0}个,{0},{0}
Format.Health,{0}点,{0},{0}
Format.Level,{0}级,{0},{0}
KillButtonText,击杀,Kill,Убить
SniperSnipeButtonText,狙击,Snipe,Застрелить
FireWorksExplosionButtonText,引爆,Fire,Зажечь
FireWorksInstallAtionButtonText,设置,Set,Установить
